row,column,depth
745.230712890625,33.17512130737305,1.4440625056040983
674.0374145507812,112.78707885742188,1.5536402393918807
829.788818359375,116.23493194580078,1.3777124639774057
702.6452026367188,210.95220947265625,1.5426366842093786
584.3604125976562,212.13600158691406,1.3856381207333208
716.964111328125,261.96380615234375,1.5651681402188415
587.0736083984375,300.25079345703125,1.4211269214438575
594.2377319335938,312.0158996582031,1.8032647739062369
591.2257080078125,318.0039978027344,1.4482397871196182
770.541259765625,329.1490783691406,1.3478235992004006
589.3289794921875,339.49566650390625,1.4373478964981432
761.5960083007812,397.2040100097656,1.549596576798122
735.23388671875,440.5434265136719,1.5627394301048032
732.1031494140625,457.388916015625,1.6122885716420077
676.3240966796875,463.6215515136719,1.5011681992535892
636.8219604492188,466.8888244628906,1.503847531539948
603.8638305664062,468.7818298339844,1.460456701751579
640.4318237304688,474.8745422363281,1.4879402583569943
396.6100769042969,534.7173461914062,1.866941657817455
744.3944091796875,574.6038818359375,1.5567741641915964
437.448486328125,593.2774658203125,1.796683907562963
703.3851928710938,622.0220336914062,1.5983585823936557
